GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
UACA	0.28	12	-0.02	0.493	9494	0.905	0.507	8564	0.945
MITD1	0.28	12	-0.02	0.493	9495	0.905	0.507	8563	0.945
SLC25A4	0.28	12	-0.02	0.493	9496	0.905	0.507	8562	0.945
KLHL41	0.28	12	-0.02	0.493	9497	0.905	0.507	8561	0.945
AZU1	0.28	12	-0.02	0.493	9498	0.905	0.507	8560	0.945
EZH2	0.28	12	-0.02	0.493	9499	0.905	0.507	8559	0.945
FCHSD1	0.28	12	-0.02	0.493	9500	0.905	0.507	8558	0.945
ITPKC	0.28	12	-0.02	0.493	9501	0.905	0.507	8557	0.945
ABHD2	0.28	12	-0.02	0.493	9502	0.905	0.507	8556	0.945
HILPDA	0.28	12	-0.02	0.493	9503	0.905	0.507	8555	0.945
PRKACG	0.28	12	-0.02	0.494	9504	0.905	0.506	8554	0.945
SYNPO2	0.28	12	-0.02	0.494	9505	0.905	0.506	8553	0.945
SHMT2	0.28	12	-0.02	0.494	9506	0.905	0.506	8552	0.945
NUTM1	0.28	12	-0.02	0.494	9507	0.905	0.506	8551	0.945
NDUFS5	0.29	12	-0.02	0.494	9508	0.905	0.506	8550	0.945
WDR86	0.29	12	-0.02	0.494	9509	0.905	0.506	8549	0.945
SMCO4	0.29	12	-0.02	0.494	9510	0.905	0.506	8548	0.945
ZNF658	0.29	12	-0.02	0.494	9511	0.905	0.506	8547	0.945
FANCA	0.29	12	-0.02	0.494	9512	0.905	0.506	8546	0.945
HS3ST3A1	0.29	12	-0.01	0.494	9513	0.905	0.506	8545	0.945
SLC46A2	0.29	12	-0.01	0.494	9514	0.905	0.506	8544	0.945
AGTRAP	0.29	12	-0.01	0.494	9515	0.905	0.506	8543	0.945
FTCDNL1	0.29	12	-0.01	0.494	9516	0.905	0.506	8542	0.945
RAB3C	0.29	12	-0.01	0.494	9517	0.905	0.506	8541	0.945
USH1G	0.30	12	-0.01	0.495	9518	0.905	0.505	8540	0.945
CCDC91	0.30	12	-0.01	0.495	9519	0.905	0.505	8539	0.945
LRP6	0.30	12	-0.01	0.495	9520	0.905	0.505	8538	0.945
ZNF503	0.30	12	-0.01	0.495	9521	0.905	0.505	8537	0.945
C7orf43	0.30	12	-0.01	0.495	9522	0.905	0.505	8536	0.945
PLK1	0.30	12	-0.01	0.495	9523	0.905	0.505	8535	0.945
C10orf71	0.30	12	-0.01	0.495	9524	0.905	0.505	8534	0.945
PADI2	0.30	12	-0.01	0.495	9525	0.905	0.505	8533	0.945
ANGPTL5	0.30	12	-0.01	0.495	9526	0.905	0.505	8532	0.945
KIF7	0.30	12	-0.01	0.495	9527	0.905	0.505	8531	0.945
SLC30A1	0.30	12	-0.01	0.495	9528	0.905	0.505	8530	0.945
TM9SF2	0.30	12	-0.01	0.495	9529	0.905	0.505	8529	0.945
ALDH1A3	0.30	12	-0.01	0.495	9530	0.905	0.505	8528	0.945
BBX	0.30	12	-0.01	0.495	9531	0.905	0.505	8527	0.945
DPEP1	0.30	12	-0.01	0.495	9532	0.905	0.505	8526	0.945
BVES	0.30	12	-0.01	0.495	9533	0.905	0.505	8525	0.945
KCNN1	0.30	12	-0.01	0.495	9534	0.905	0.505	8524	0.945
PPM1H	0.30	12	-0.01	0.495	9535	0.905	0.505	8523	0.945
SMCP	0.30	12	-0.01	0.495	9536	0.905	0.505	8522	0.945
TMEM62	0.30	12	-0.01	0.495	9537	0.905	0.505	8521	0.945
ABCC5	0.30	12	-0.01	0.495	9538	0.905	0.505	8520	0.945
GGCX	0.31	12	-0.01	0.495	9539	0.905	0.505	8519	0.945
FAM120C	0.31	12	-0.01	0.495	9540	0.905	0.505	8518	0.945
KCTD15	0.31	12	-0.01	0.495	9541	0.905	0.505	8517	0.945
COX7A2	0.31	12	-0.01	0.495	9542	0.905	0.505	8516	0.945
GFOD2	0.31	12	-0.01	0.495	9543	0.905	0.505	8515	0.945
SLC25A27	0.31	12	-0.01	0.495	9544	0.905	0.505	8514	0.945
RASL10A	0.31	12	-0.01	0.496	9545	0.905	0.504	8513	0.945
KIAA1522	0.31	12	-0.01	0.496	9546	0.905	0.504	8512	0.945
PMS1	0.31	12	-0.01	0.496	9547	0.905	0.504	8511	0.945
GATA3	0.31	12	-0.01	0.496	9548	0.905	0.504	8510	0.945
SEPT14	0.31	12	-0.01	0.496	9549	0.905	0.504	8509	0.945
AXDND1	0.31	12	-0.01	0.496	9550	0.905	0.504	8508	0.945
ARFGAP2	0.31	12	-0.01	0.496	9551	0.905	0.504	8507	0.945
NOG	0.31	12	-0.01	0.496	9552	0.905	0.504	8506	0.945
MARCH7	0.31	12	-0.01	0.496	9553	0.905	0.504	8505	0.945
SLC6A19	0.32	12	-0.01	0.496	9554	0.905	0.504	8504	0.945
RCBTB2	0.32	12	-0.01	0.496	9555	0.905	0.504	8503	0.945
CEND1	0.32	12	-0.01	0.496	9556	0.905	0.504	8502	0.945
ZNF441	0.32	12	-0.01	0.496	9557	0.905	0.504	8501	0.945
KRTCAP2	0.32	12	-0.01	0.496	9558	0.905	0.504	8500	0.945
CHMP6	0.32	12	-0.01	0.496	9559	0.905	0.504	8499	0.945
RAET1L	0.16	3	-0.01	0.496	9560	0.905	0.504	8498	0.945
STX5	0.32	12	-0.01	0.496	9561	0.905	0.504	8497	0.945
MLF1	0.32	12	-0.01	0.496	9562	0.905	0.504	8496	0.945
OR51V1	0.32	12	-0.01	0.496	9563	0.905	0.504	8495	0.945
UCHL5	0.32	12	-0.01	0.496	9564	0.905	0.504	8494	0.945
AUH	0.32	12	-0.01	0.496	9565	0.905	0.504	8493	0.945
ZNF343	0.32	12	-0.01	0.496	9566	0.905	0.504	8492	0.945
ZNF175	0.32	12	-0.01	0.496	9567	0.905	0.504	8491	0.945
ZNF557	0.32	12	-0.01	0.496	9568	0.905	0.504	8490	0.945
LRRC9	0.32	12	-0.01	0.496	9569	0.905	0.504	8489	0.945
OR6K6	0.32	12	-0.01	0.496	9570	0.905	0.504	8488	0.945
C9orf163	0.32	12	-0.01	0.496	9571	0.905	0.504	8487	0.945
SAMHD1	0.32	12	-0.01	0.496	9572	0.905	0.504	8486	0.945
FAM133B	0.16	3	-0.01	0.496	9573	0.905	0.504	8485	0.945
ABCD3	0.32	12	-0.01	0.496	9574	0.905	0.504	8484	0.945
KERA	0.32	12	-0.01	0.497	9575	0.905	0.503	8483	0.945
ARHGEF40	0.32	12	-0.01	0.497	9576	0.905	0.503	8482	0.945
IQCJ	0.32	12	-0.01	0.497	9577	0.905	0.503	8481	0.945
LRRD1	0.32	12	-0.01	0.497	9578	0.905	0.503	8480	0.945
ZSWIM4	0.32	12	-0.01	0.497	9579	0.905	0.503	8479	0.945
SLC7A11	0.32	12	-0.01	0.497	9580	0.905	0.503	8478	0.945
ABCA12	0.32	12	-0.01	0.497	9581	0.905	0.503	8477	0.945
AURKC	0.32	12	-0.01	0.497	9582	0.905	0.503	8476	0.945
KRTAP24-1	0.32	12	-0.01	0.497	9583	0.905	0.503	8475	0.945
IGFBPL1	0.32	12	-0.01	0.497	9584	0.905	0.503	8474	0.945
BMPR1B	0.32	12	-0.01	0.497	9585	0.905	0.503	8473	0.945
ZBTB32	0.32	12	-0.01	0.497	9586	0.905	0.503	8472	0.945
NUP43	0.33	12	-0.01	0.497	9587	0.905	0.503	8471	0.945
NHLH2	0.33	12	-0.01	0.497	9588	0.905	0.503	8470	0.945
SFTA3	0.33	12	-0.01	0.497	9589	0.905	0.503	8469	0.945
DBP	0.33	12	-0.01	0.497	9590	0.905	0.503	8468	0.945
OR9K2	0.33	12	-0.01	0.497	9591	0.905	0.503	8467	0.945
ADAMTS8	0.33	12	-0.01	0.497	9592	0.905	0.503	8466	0.945
HORMAD2	0.33	12	-0.01	0.497	9593	0.905	0.503	8465	0.945
KRT3	0.33	12	-0.01	0.497	9594	0.905	0.503	8464	0.945
SRP72	0.33	12	-0.01	0.497	9595	0.905	0.503	8463	0.945
IGFL2	0.33	12	-0.01	0.497	9596	0.905	0.503	8462	0.945
NFYC	0.33	12	-0.01	0.497	9597	0.905	0.503	8461	0.945
FAM76A	0.33	12	-0.01	0.497	9598	0.905	0.503	8460	0.945
KIF4B	0.33	12	-0.01	0.497	9599	0.905	0.503	8459	0.945
TMEM173	0.33	12	-0.01	0.497	9600	0.905	0.503	8458	0.945
METTL12	0.33	12	-0.01	0.497	9601	0.905	0.503	8457	0.945
HCAR2	0.33	12	-0.01	0.497	9602	0.905	0.503	8456	0.945
QRFP	0.33	12	-0.01	0.497	9603	0.905	0.503	8455	0.945
LOXL1	0.33	12	-0.01	0.497	9604	0.905	0.503	8454	0.945
LECT2	0.33	12	-0.01	0.497	9605	0.905	0.503	8453	0.945
OR51I2	0.33	12	-0.01	0.498	9606	0.905	0.502	8452	0.945
IGF2R	0.34	12	-0.01	0.498	9607	0.905	0.502	8451	0.945
FA2H	0.34	12	-0.01	0.498	9608	0.905	0.502	8450	0.945
MPV17	0.34	12	-0.01	0.498	9609	0.905	0.502	8449	0.945
RNF13	0.34	12	-0.01	0.498	9610	0.905	0.502	8448	0.945
NLRP10	0.34	12	-0.01	0.498	9611	0.905	0.502	8447	0.945
AIRE	0.34	12	-0.01	0.498	9612	0.905	0.502	8446	0.945
RFESD	0.34	12	-0.01	0.498	9613	0.905	0.502	8445	0.945
PSTPIP2	0.34	12	-0.01	0.498	9614	0.905	0.502	8444	0.945
NOP58	0.34	12	-0.01	0.498	9615	0.905	0.502	8443	0.945
ZNF335	0.34	12	-0.01	0.498	9616	0.905	0.502	8442	0.945
PRAMEF10	0.24	6	-0.01	0.498	9617	0.905	0.502	8441	0.945
TYW5	0.34	12	-0.00	0.498	9618	0.905	0.502	8440	0.945
C1orf64	0.34	12	-0.00	0.498	9619	0.905	0.502	8439	0.945
ANGPTL2	0.34	12	-0.00	0.498	9620	0.905	0.502	8438	0.945
ARMCX4	0.34	12	-0.00	0.498	9621	0.905	0.502	8437	0.945
OR9G4	0.34	12	-0.00	0.498	9622	0.905	0.502	8436	0.945
NDUFA8	0.34	12	-0.00	0.498	9623	0.905	0.502	8435	0.945
HOMER1	0.34	12	-0.00	0.498	9624	0.905	0.502	8434	0.945
ZMYND12	0.34	12	-0.00	0.498	9625	0.905	0.502	8433	0.945
FLG2	0.34	12	-0.00	0.498	9626	0.905	0.502	8432	0.945
DCAF6	0.34	12	-0.00	0.498	9627	0.905	0.502	8431	0.945
GLB1L3	0.35	12	-0.00	0.498	9628	0.905	0.502	8430	0.945
KIAA1919	0.35	12	-0.00	0.498	9629	0.905	0.502	8429	0.945
MGST3	0.35	12	-0.00	0.499	9630	0.905	0.501	8428	0.945
BOLA3	0.35	12	-0.00	0.499	9631	0.905	0.501	8427	0.945
NPTN	0.35	12	-0.00	0.499	9632	0.905	0.501	8426	0.945
TNC	0.35	12	-0.00	0.499	9633	0.905	0.501	8425	0.945
SERPINB1	0.35	12	-0.00	0.499	9634	0.905	0.501	8424	0.945
COL4A1	0.35	12	-0.00	0.499	9635	0.905	0.501	8423	0.945
RMND1	0.35	12	-0.00	0.499	9636	0.905	0.501	8422	0.945
SECISBP2L	0.35	12	-0.00	0.499	9637	0.905	0.501	8421	0.945
NEDD4	0.35	12	-0.00	0.499	9638	0.905	0.501	8420	0.945
CCDC83	0.35	12	-0.00	0.499	9639	0.905	0.501	8419	0.945
MRVI1	0.35	12	-0.00	0.499	9640	0.905	0.501	8418	0.945
PTH2	0.35	12	-0.00	0.499	9641	0.905	0.501	8417	0.945
KDM5A	0.36	12	-0.00	0.499	9642	0.905	0.501	8416	0.945
DCAF10	0.36	12	-0.00	0.499	9643	0.905	0.501	8415	0.945
CMC2	0.18	3	-0.00	0.499	9644	0.905	0.501	8414	0.945
TNIP2	0.36	12	-0.00	0.499	9645	0.905	0.501	8413	0.945
KLRB1	0.36	12	-0.00	0.499	9646	0.905	0.501	8412	0.945
FAT4	0.36	12	-0.00	0.499	9647	0.905	0.501	8411	0.945
TWIST2	0.36	12	-0.00	0.499	9648	0.905	0.501	8410	0.945
CNOT6	0.36	12	-0.00	0.499	9649	0.905	0.501	8409	0.945
ARID3A	0.36	12	-0.00	0.499	9650	0.905	0.501	8408	0.945
PRDM5	0.36	12	-0.00	0.499	9651	0.905	0.501	8407	0.945
IQSEC2	0.36	12	-0.00	0.5	9652	0.905	0.5	8406	0.945
KCNN4	0.36	12	-0.00	0.5	9653	0.905	0.5	8405	0.945
PRSS23	0.36	12	-0.00	0.5	9654	0.905	0.5	8404	0.945
TIMP1	0.36	12	-0.00	0.5	9655	0.905	0.5	8403	0.945
TRMT13	0.36	12	-0.00	0.5	9656	0.905	0.5	8402	0.945
SSR1	0.36	12	-0.00	0.5	9657	0.905	0.5	8401	0.945
MCTP1	0.36	12	-0.00	0.5	9658	0.905	0.5	8400	0.945
ORAI1	0.36	12	-0.00	0.5	9659	0.905	0.5	8399	0.945
CDKN2A	0.36	12	-0.00	0.5	9660	0.905	0.5	8398	0.945
FGF8	0.36	12	-0.00	0.5	9661	0.905	0.5	8397	0.945
IFITM3	0.36	12	-0.00	0.5	9662	0.905	0.5	8396	0.945
PCGF2	0.36	12	-0.00	0.5	9663	0.905	0.5	8395	0.945
NT5E	0.36	12	-0.00	0.5	9664	0.905	0.5	8394	0.945
TMEM37	0.37	12	-0.00	0.5	9665	0.905	0.5	8393	0.945
TAS2R42	0.37	12	-0.00	0.5	9666	0.905	0.5	8392	0.945
OGFOD3	0.37	12	-0.00	0.5	9667	0.905	0.5	8391	0.945
ITGAX	0.37	12	-0.00	0.5	9668	0.905	0.5	8390	0.945
FAM69C	0.37	12	-0.00	0.5	9669	0.905	0.5	8389	0.945
RBM41	0.37	12	-0.00	0.5	9670	0.905	0.5	8388	0.945
OR9Q2	0.37	12	0.00	0.5	9671	0.905	0.5	8387	0.945
MYH4	0.37	12	0.00	0.5	9672	0.905	0.5	8386	0.945
CES4A	0.37	12	0.00	0.5	9673	0.905	0.5	8385	0.945
NSL1	0.37	12	0.00	0.5	9674	0.905	0.5	8384	0.945
NANS	0.37	12	0.00	0.5	9675	0.905	0.5	8383	0.945
GABRQ	0.37	12	0.00	0.5	9676	0.905	0.5	8382	0.945
KIAA1462	0.37	12	0.00	0.5	9677	0.905	0.5	8381	0.945
GGN	0.37	12	0.00	0.5	9678	0.905	0.5	8380	0.945
JAKMIP1	0.37	12	0.00	0.5	9679	0.905	0.5	8379	0.945
FICD	0.37	12	0.00	0.5	9680	0.905	0.5	8378	0.945
DUSP15	0.37	12	0.00	0.5	9681	0.905	0.5	8377	0.945
PFKFB3	0.37	12	0.00	0.501	9682	0.905	0.499	8376	0.945
GPHA2	0.37	12	0.00	0.501	9683	0.905	0.499	8375	0.945
KCNC2	0.37	12	0.00	0.501	9684	0.905	0.499	8374	0.945
NEIL3	0.38	12	0.00	0.501	9685	0.905	0.499	8373	0.945
C2orf91	0.38	12	0.00	0.501	9686	0.905	0.499	8372	0.945
USP42	0.38	12	0.00	0.501	9687	0.905	0.499	8371	0.945
SFT2D2	0.38	12	0.00	0.501	9688	0.905	0.499	8370	0.945
WNT2B	0.38	12	0.00	0.501	9689	0.905	0.499	8369	0.945
SLC17A7	0.38	12	0.00	0.501	9690	0.905	0.499	8368	0.945
SGK494	0.38	12	0.00	0.501	9691	0.905	0.499	8367	0.945
ADAM28	0.38	12	0.00	0.501	9692	0.905	0.499	8366	0.945
KLHL14	0.38	12	0.00	0.501	9693	0.905	0.499	8365	0.945
GNG8	0.38	12	0.00	0.501	9694	0.905	0.499	8364	0.945
SLC6A18	0.38	12	0.00	0.501	9695	0.905	0.499	8363	0.945
ARG2	0.38	12	0.00	0.501	9696	0.905	0.499	8362	0.945
IFT52	0.38	12	0.00	0.501	9697	0.905	0.499	8361	0.945
PPP1R42	0.38	12	0.00	0.501	9698	0.905	0.499	8360	0.945
STEAP1B	0.38	12	0.00	0.501	9699	0.905	0.499	8359	0.945
SLC24A3	0.38	12	0.00	0.501	9700	0.905	0.499	8358	0.945
GLE1	0.38	12	0.00	0.501	9701	0.905	0.499	8357	0.945
RAPGEF4	0.39	12	0.00	0.501	9702	0.905	0.499	8356	0.945
DDX3X	0.39	12	0.00	0.502	9703	0.905	0.498	8355	0.945
DLG4	0.39	12	0.00	0.502	9704	0.905	0.498	8354	0.945
ZNF655	0.39	12	0.00	0.502	9705	0.905	0.498	8353	0.945
ACR	0.39	12	0.00	0.502	9706	0.905	0.498	8352	0.945
HMGA1	0.28	6	0.00	0.502	9707	0.905	0.498	8351	0.945
OR5V1	0.39	12	0.00	0.502	9708	0.905	0.498	8350	0.945
LPIN2	0.39	12	0.00	0.502	9709	0.905	0.498	8349	0.945
FAM135A	0.39	12	0.00	0.502	9710	0.905	0.498	8348	0.945
TMEM185B	0.39	12	0.00	0.502	9711	0.905	0.498	8347	0.945
FAM214A	0.39	12	0.01	0.502	9712	0.905	0.498	8346	0.945
MAPK3	0.40	12	0.01	0.502	9713	0.905	0.498	8345	0.945
TGFB3	0.40	12	0.01	0.502	9714	0.905	0.498	8344	0.945
NCAPH	0.40	12	0.01	0.502	9715	0.905	0.498	8343	0.945
SLC25A26	0.40	12	0.01	0.502	9716	0.905	0.498	8342	0.945
MUC12	0.40	12	0.01	0.502	9717	0.905	0.498	8341	0.945
NEXN	0.40	12	0.01	0.502	9718	0.905	0.498	8340	0.945
CYP8B1	0.40	12	0.01	0.503	9719	0.905	0.497	8339	0.945
ANHX	0.40	12	0.01	0.503	9720	0.905	0.497	8338	0.945
TMEM168	0.40	12	0.01	0.503	9721	0.905	0.497	8337	0.945
NXPE3	0.40	12	0.01	0.503	9722	0.905	0.497	8336	0.945
PITPNC1	0.40	12	0.01	0.503	9723	0.905	0.497	8335	0.945
TLE6	0.40	12	0.01	0.503	9724	0.905	0.497	8334	0.945
FANCG	0.40	12	0.01	0.503	9725	0.905	0.497	8333	0.945
LSM2	0.40	12	0.01	0.503	9726	0.905	0.497	8332	0.945
ZP1	0.40	12	0.01	0.503	9727	0.905	0.497	8331	0.945
FTSJ1	0.40	12	0.01	0.503	9728	0.905	0.497	8330	0.945
ABCB4	0.41	12	0.01	0.503	9729	0.905	0.497	8329	0.945
TMEM257	0.35	9	0.01	0.503	9730	0.905	0.497	8328	0.945
UBE3A	0.41	12	0.01	0.503	9731	0.905	0.497	8327	0.945
ROR1	0.41	12	0.01	0.503	9732	0.905	0.497	8326	0.945
WFDC9	0.41	12	0.01	0.504	9733	0.905	0.496	8325	0.945
SYT15	0.41	12	0.01	0.504	9734	0.905	0.496	8324	0.945
CLN8	0.41	12	0.01	0.504	9735	0.905	0.496	8323	0.945
AMIGO2	0.41	12	0.01	0.504	9736	0.905	0.496	8322	0.945
CA3	0.42	12	0.01	0.504	9737	0.905	0.496	8321	0.945
GABRA3	0.42	12	0.01	0.504	9738	0.905	0.496	8320	0.945
F2RL2	0.42	12	0.01	0.504	9739	0.905	0.496	8319	0.945
HTR4	0.42	12	0.01	0.504	9740	0.905	0.496	8318	0.945
ZNF180	0.42	12	0.01	0.504	9741	0.905	0.496	8317	0.945
LEMD3	0.42	12	0.01	0.504	9742	0.905	0.496	8316	0.945
NARS2	0.42	12	0.01	0.504	9743	0.905	0.496	8315	0.945
CYB5D2	0.42	12	0.01	0.504	9744	0.905	0.496	8314	0.945
PTGS2	0.42	12	0.01	0.504	9745	0.905	0.496	8313	0.945
PFKFB2	0.42	12	0.01	0.504	9746	0.905	0.496	8312	0.945
PRADC1	0.42	12	0.01	0.504	9747	0.905	0.496	8311	0.945
NDUFB5	0.42	12	0.01	0.504	9748	0.905	0.496	8310	0.945
TMEM206	0.42	12	0.01	0.504	9749	0.905	0.496	8309	0.945
RAI1	0.42	12	0.01	0.504	9750	0.905	0.496	8308	0.945
MAP9	0.42	12	0.01	0.504	9751	0.905	0.496	8307	0.945
KRTDAP	0.42	12	0.01	0.504	9752	0.905	0.496	8306	0.945
FN3K	0.42	12	0.01	0.504	9753	0.905	0.496	8305	0.945
NCR1	0.42	12	0.01	0.504	9754	0.905	0.496	8304	0.945
CREB3L1	0.43	12	0.01	0.504	9755	0.905	0.496	8303	0.945
NUF2	0.43	12	0.01	0.504	9756	0.905	0.496	8302	0.945
FOXP1	0.43	12	0.01	0.505	9757	0.905	0.495	8301	0.945
HCCS	0.43	12	0.01	0.505	9758	0.905	0.495	8300	0.945
NAA11	0.43	12	0.01	0.505	9759	0.905	0.495	8299	0.945
GPNMB	0.43	12	0.01	0.505	9760	0.905	0.495	8298	0.945
RMDN1	0.43	12	0.01	0.505	9761	0.905	0.495	8297	0.945
PAK4	0.43	12	0.01	0.505	9762	0.905	0.495	8296	0.945
WSCD2	0.43	12	0.01	0.505	9763	0.905	0.495	8295	0.945
WDR33	0.43	12	0.01	0.505	9764	0.905	0.495	8294	0.945
OR12D2	0.43	12	0.01	0.505	9765	0.905	0.495	8293	0.945
TNFRSF10B	0.43	12	0.01	0.505	9766	0.905	0.495	8292	0.945
LHB	0.43	12	0.01	0.505	9767	0.905	0.495	8291	0.945
STX17	0.43	12	0.01	0.505	9768	0.905	0.495	8290	0.945
ERVV-1	0.31	6	0.01	0.505	9769	0.905	0.495	8289	0.945
L1TD1	0.43	12	0.01	0.505	9770	0.905	0.495	8288	0.945
EZR	0.43	12	0.01	0.505	9771	0.905	0.495	8287	0.945
KRT28	0.43	12	0.01	0.505	9772	0.905	0.495	8286	0.945
PPP4R1L	0.43	12	0.01	0.505	9773	0.905	0.495	8285	0.945
PON3	0.43	12	0.01	0.505	9774	0.905	0.495	8284	0.945
ESF1	0.44	12	0.01	0.505	9775	0.905	0.495	8283	0.945
CRYZL1	0.44	12	0.01	0.505	9776	0.905	0.495	8282	0.945
ZNF189	0.44	12	0.01	0.505	9777	0.905	0.495	8281	0.945
NEGR1	0.44	12	0.01	0.505	9778	0.905	0.495	8280	0.945
PRDM9	0.38	9	0.01	0.505	9779	0.905	0.495	8279	0.945
HSPA6	0.44	12	0.01	0.505	9780	0.905	0.495	8278	0.945
NELL2	0.44	12	0.01	0.505	9781	0.905	0.495	8277	0.945
TUB	0.44	12	0.01	0.506	9782	0.905	0.494	8276	0.945
SYCE1	0.44	12	0.01	0.506	9783	0.905	0.494	8275	0.945
PUS1	0.44	12	0.01	0.506	9784	0.905	0.494	8274	0.945
ACER2	0.44	12	0.01	0.506	9785	0.905	0.494	8273	0.945
PCDH9	0.44	12	0.01	0.506	9786	0.905	0.494	8272	0.945
TUBGCP4	0.44	12	0.01	0.506	9787	0.905	0.494	8271	0.945
PXDNL	0.44	12	0.01	0.506	9788	0.905	0.494	8270	0.945
TRMT10A	0.44	12	0.01	0.506	9789	0.905	0.494	8269	0.945
RAX2	0.44	12	0.01	0.506	9790	0.905	0.494	8268	0.945
NGEF	0.45	12	0.01	0.506	9791	0.905	0.494	8267	0.945
PRPF3	0.45	12	0.01	0.506	9792	0.905	0.494	8266	0.945
RNF149	0.45	12	0.02	0.506	9793	0.905	0.494	8265	0.945
IL1RAPL1	0.45	12	0.02	0.506	9794	0.905	0.494	8264	0.945
STARD7	0.45	12	0.02	0.506	9795	0.905	0.494	8263	0.945
ONECUT2	0.45	12	0.02	0.506	9796	0.905	0.494	8262	0.945
C14orf1	0.45	12	0.02	0.506	9797	0.905	0.494	8261	0.945
CALN1	0.45	12	0.02	0.506	9798	0.905	0.494	8260	0.945
PRG2	0.45	12	0.02	0.506	9799	0.905	0.494	8259	0.945
CDYL	0.45	12	0.02	0.506	9800	0.905	0.494	8258	0.945
KCTD6	0.45	12	0.02	0.506	9801	0.905	0.494	8257	0.945
HS6ST3	0.45	12	0.02	0.506	9802	0.905	0.494	8256	0.945
MYL4	0.45	12	0.02	0.506	9803	0.905	0.494	8255	0.945
TRDN	0.45	12	0.02	0.506	9804	0.905	0.494	8254	0.945
CAMTA1	0.45	12	0.02	0.507	9805	0.905	0.493	8253	0.945
ZNF195	0.46	12	0.02	0.507	9806	0.905	0.493	8252	0.945
KIAA1549	0.46	12	0.02	0.507	9807	0.905	0.493	8251	0.945
ZNF681	0.40	9	0.02	0.507	9808	0.905	0.493	8250	0.945
CCR10	0.46	12	0.02	0.507	9809	0.905	0.493	8249	0.945
KLHL23	0.46	12	0.02	0.507	9810	0.905	0.493	8248	0.945
CLSTN3	0.46	12	0.02	0.507	9811	0.905	0.493	8247	0.945
RPA3	0.46	12	0.02	0.507	9812	0.905	0.493	8246	0.945
OR5AR1	0.46	12	0.02	0.507	9813	0.905	0.493	8245	0.945
QKI	0.46	12	0.02	0.507	9814	0.905	0.493	8244	0.945
ZBED6CL	0.46	12	0.02	0.507	9815	0.905	0.493	8243	0.945
EID2B	0.46	12	0.02	0.507	9816	0.905	0.493	8242	0.945
RAB27B	0.46	12	0.02	0.507	9817	0.905	0.493	8241	0.945
MMP11	0.46	12	0.02	0.507	9818	0.905	0.493	8240	0.945
VPREB3	0.46	12	0.02	0.507	9819	0.905	0.493	8239	0.945
GPR75	0.46	12	0.02	0.507	9820	0.905	0.493	8238	0.945
CHRNA6	0.46	12	0.02	0.507	9821	0.905	0.493	8237	0.945
KRTAP25-1	0.46	12	0.02	0.507	9822	0.905	0.493	8236	0.945
SEC11A	0.46	12	0.02	0.507	9823	0.905	0.493	8235	0.945
VDAC3	0.46	12	0.02	0.507	9824	0.905	0.493	8234	0.945
MX2	0.47	12	0.02	0.507	9825	0.905	0.493	8233	0.945
NETO2	0.47	12	0.02	0.507	9826	0.905	0.493	8232	0.945
SELE	0.47	12	0.02	0.508	9827	0.905	0.492	8231	0.945
RBBP8	0.47	12	0.02	0.508	9828	0.905	0.492	8230	0.945
SRPX2	0.47	12	0.02	0.508	9829	0.905	0.492	8229	0.945
CRLF3	0.47	12	0.02	0.508	9830	0.905	0.492	8228	0.945
CRISPLD1	0.47	12	0.02	0.508	9831	0.905	0.492	8227	0.945
TMEM184C	0.47	12	0.02	0.508	9832	0.905	0.492	8226	0.945
SLC22A31	0.47	12	0.02	0.508	9833	0.905	0.492	8225	0.945
TNS3	0.47	12	0.02	0.508	9834	0.905	0.492	8224	0.945
HMG20B	0.47	12	0.02	0.508	9835	0.905	0.492	8223	0.945
ERP44	0.47	12	0.02	0.508	9836	0.905	0.492	8222	0.945
MMP21	0.47	12	0.02	0.508	9837	0.905	0.492	8221	0.945
MTSS1L	0.48	12	0.02	0.508	9838	0.905	0.492	8220	0.945
MRPL36	0.48	12	0.02	0.508	9839	0.905	0.492	8219	0.945
NFKBID	0.48	12	0.02	0.508	9840	0.905	0.492	8218	0.945
ZCCHC13	0.48	12	0.02	0.508	9841	0.905	0.492	8217	0.945
KEL	0.48	12	0.02	0.508	9842	0.905	0.492	8216	0.945
ERRFI1	0.48	12	0.02	0.508	9843	0.905	0.492	8215	0.945
PPP1R27	0.48	12	0.02	0.509	9844	0.905	0.491	8214	0.945
ATP5B	0.48	12	0.02	0.509	9845	0.905	0.491	8213	0.945
FHAD1	0.48	12	0.02	0.509	9846	0.905	0.491	8212	0.945
BOK	0.48	12	0.02	0.509	9847	0.905	0.491	8211	0.945
APEX2	0.48	12	0.02	0.509	9848	0.905	0.491	8210	0.945
GAL	0.48	12	0.02	0.509	9849	0.905	0.491	8209	0.945
KCNJ10	0.48	12	0.02	0.509	9850	0.905	0.491	8208	0.945
SCIMP	0.49	12	0.02	0.509	9851	0.905	0.491	8207	0.945
C11orf89	0.49	12	0.02	0.509	9852	0.905	0.491	8206	0.945
CPNE2	0.49	12	0.02	0.509	9853	0.905	0.491	8205	0.945
GPR150	0.49	12	0.02	0.509	9854	0.905	0.491	8204	0.945
LRRC43	0.49	12	0.02	0.509	9855	0.905	0.491	8203	0.945
COL23A1	0.49	12	0.02	0.509	9856	0.905	0.491	8202	0.945
